pl_name,radius_earth,mass_earth,semi_major_axis_au,period_days,insol_earth,t_eq_K,star_teff_K,star_radius_solar,star_mass_solar,source
Kepler-431 d,1.1209,1.4111652000000001,0.1045,11.922,272.838,856.0,6004.0,1.092,1.071,NASA
Kepler-432 b,12.834305,1719.4603,0.301,52.501129,97.846,812.0,4995.0,4.06,1.32,NASA
Kepler-432 c,,,1.188,406.2,,,4995.0,4.06,1.32,ExoplanetEU
Kepler-433 b,16.253049999999998,896.2805999999999,0.0679,5.33408384,1682.66,1776.0,6360.0,2.26,1.46,NASA
Kepler-434 b,12.66617,908.9938,0.1143,12.8747099,158.285,1000.0,5977.0,1.38,1.198,NASA
Kepler-435 b,22.30591,266.9772,0.0948,8.6001536,677.917,1729.0,6161.0,3.21,1.538,NASA
Kepler-436 b,2.6901599999999997,7.9139669999999995,0.339,64.00205,1.69,322.0,4651.0,0.697,0.729,NASA
Kepler-436 c,2.33000003412,6.0387699999999995,0.11452,16.79713874,14.52,503.0,4685.0,0.71,0.75,NASA
Kepler-437 Ab,2.1297099999999998,,0.288,66.65062,,,4550.0,0.679,0.713,ExoplanetEU
Kepler-437 b,2.1297099999999998,5.2124120000000005,0.288,66.65062,2.15,308.0,4551.0,0.68,0.707,NASA
Kepler-438 b,1.1209,1.4588397,0.166,35.23319,1.4,288.0,3748.0,0.52,0.544,NASA
Kepler-439 b,2.2418,5.657374,0.563,178.1396,1.83,291.0,5431.0,0.866,0.884,NASA
Kepler-44 b,12.21781,317.83,0.0446,3.2467293,1109.223,1544.0,5800.0,1.35,1.12,NASA
Kepler-440 b,1.9055300000000002,4.13179,0.242,101.11141,1.2,229.0,4134.0,0.559,0.575,NASA
Kepler-441 b,1.68135,3.337215,0.64,207.2482,0.21,189.0,4340.0,0.55,0.572,NASA
Kepler-442 b,1.3450799999999998,2.3582986,0.409,112.3053,0.66,241.0,4402.0,0.598,0.609,NASA
Kepler-443 b,2.35389,6.0387699999999995,0.495,177.6693,0.86,233.0,4723.0,0.706,0.738,NASA
Kepler-444 Ab,0.40296355,,0.04178,3.6001053,,,5046.0,0.75,0.76,ExoplanetEU
Kepler-444 Ac,0.49319599999999997,,0.04881,4.5458841,,,5046.0,0.75,0.76,ExoplanetEU
Kepler-444 Ad,0.5268229999999999,,0.06,6.189392,,,5046.0,0.75,0.76,ExoplanetEU
Kepler-444 Ae,0.549241,,0.0696,7.743493,,,5046.0,0.75,0.76,ExoplanetEU
Kepler-444 Af,0.7397940000000001,,0.0811,9.740486,,,5046.0,0.75,0.76,ExoplanetEU
Kepler-444 b,0.40352399999999994,0.03750394,0.04178,3.6001053,225.735,938.0,5046.0,0.752,0.758,NASA
Kepler-444 c,0.49319599999999997,0.0794575,0.04881,4.5458841,165.73,868.0,5046.0,0.752,0.758,NASA
Kepler-444 d,0.5268229999999999,0.2000008841,0.06,6.189392,109.638,783.0,5046.0,0.752,0.758,NASA
Kepler-444 e,0.549241,0.09999885289999999,0.0696,7.743493,81.344,727.0,5046.0,0.752,0.758,NASA
Kepler-444 f,0.7397940000000001,0.3305432,0.0811,9.740486,59.915,673.0,5046.0,0.752,0.758,NASA
Kepler-445 b,1.56926,3.1210906,0.0217,2.984151,17.657,401.0,3157.0,0.21,0.18,NASA
Kepler-445 c,2.46598,6.833344999999999,0.0301,4.871229,9.177,341.0,3157.0,0.21,0.18,NASA
Kepler-445 d,1.23299,2.0976779999999997,0.0439,8.15275,4.314,305.0,3157.0,0.21,0.18,NASA
Kepler-446 b,1.45717,2.8572916999999998,0.0182,1.565409,16.213,648.0,3359.0,0.24,0.22,NASA
Kepler-446 c,1.1209,1.4111652000000001,0.0283,3.036179,6.705,520.0,3359.0,0.24,0.22,NASA
Kepler-446 d,1.3450799999999998,2.3900816,0.0403,5.148921,3.307,436.0,3359.0,0.24,0.22,NASA
Kepler-447 b,18.49485,435.4271,0.0769,7.79430132,119.039,882.0,5493.0,1.05,1.0,NASA
Kepler-448 b,13.78707,349.613,0.154,17.855182,,,6779.23,1.491,1.454,ExoplanetEU
Kepler-448 c,11.99363,6992.259999999999,4.2,2500.0,,,6635.0,1.4,1.5,NASA
Kepler-449 Ab,2.051247,,,12.58242,,,5654.0,1.51,1.02,ExoplanetEU
Kepler-449 Ac,2.768623,,,33.6727,,,5654.0,1.51,1.02,ExoplanetEU
Kepler-449 b,2.0559999522699997,4.894582,0.1027,12.58242,167.41,917.0,5649.18,1.467,1.02,NASA
Kepler-449 c,2.76399996004,8.072882,0.1979,33.6727,45.09,661.0,5649.18,1.467,1.02,NASA
Kepler-45 b,10.760639999999999,160.50414999999998,0.03,2.455239,68.37,1000.0,3820.0,0.55,0.59,NASA
Kepler-450 Ab,6.079761599999999,,0.1993,28.45489091,,769.0,6152.0,1.641,1.191,ExoplanetEU
Kepler-450 Ac,29.031309999999998,,0.1324,15.4130812,,944.0,6152.0,1.641,1.191,ExoplanetEU
Kepler-450 Ad,0.9594904,,0.082,7.5143967,,1199.0,6152.0,1.641,1.191,ExoplanetEU
Kepler-450 b,6.13999999899,19.3999999436,0.20092,28.454851,94.325,769.0,6197.21,1.64162,1.19,NASA
Kepler-450 c,2.61999995466,12.499999636,0.13351,15.413135,213.731,944.0,6197.21,1.64162,1.19,NASA
Kepler-450 d,0.83700001726,17.6000015216,0.0827,7.51464,557.205,1199.0,6197.21,1.64162,1.19,NASA
Kepler-451 (AB)b,,,0.9,406.0,,,,,0.6,ExoplanetEU
Kepler-451 (AB)c,,,2.1,1460.0,,,,,0.6,ExoplanetEU
Kepler-451 (AB)d,,,0.2,43.0,,,,,0.6,ExoplanetEU
Kepler-452 b,1.63000000174,3.3054319999999997,1.046,384.843,1.1,265.0,5757.0,1.11,1.037,NASA
Kepler-453 (AB)b,6.16495,9.534899999999999,,240.503,,,5527.0,0.833,0.934,ExoplanetEU
Kepler-453 b,6.20400002629,16.0000008054,0.7903,240.503,,,5527.0,0.833,0.944,NASA
Kepler-454 Ab,2.3695825999999998,5.40311,0.09528,10.5737534,,916.0,5687.0,1.066,1.03,ExoplanetEU
Kepler-454 Ac,,,1.2988,525.157337,,,5687.0,1.066,1.03,ExoplanetEU
Kepler-454 Ad,,,5.683,4806.833852,,,5687.0,1.066,1.03,ExoplanetEU
Kepler-454 b,2.3700040584,5.400027048999999,0.09528,10.5737534,117.7,916.0,5687.0,1.066,1.03,NASA
Kepler-454 c,12.890349999999998,1433.4133,1.287,524.19,,,5687.0,1.066,1.03,NASA
Kepler-454 d,13.338709999999999,734.1872999999999,5.1,4073.0,,,5687.0,1.066,1.03,NASA
Kepler-455 b,6.94958,,,1322.3,,,6175.0,1.005,0.98,ExoplanetEU
Kepler-457 b,4.14733,,0.161,31.8099,,,6116.46,1.256,1.15,ExoplanetEU
Kepler-457 c,2.35389,,0.3654,75.2,,,6116.46,1.256,1.15,ExoplanetEU
Kepler-457 d,2.9846777079899995,9.185286999999999,0.0996,10.6906004,244.47,1008.0,6474.0,1.242,1.148,NASA
Kepler-458 b,4.595689999999999,,,572.3847,,,6117.2,1.03,0.98,ExoplanetEU
Kepler-458 c,4.1999999700999995,16.400028,0.17012,20.74028413,279.787,798.0,6117.21,2.21562,1.15,NASA
Kepler-459 b,5.49241,,,854.083,,,6091.0,1.01,1.01,ExoplanetEU
Kepler-46 b,9.056872,1906.98,0.1968,33.60134,10.9,543.0,5155.0,0.938,0.902,NASA
Kepler-46 c,13.56289,119.50407999999999,0.2799,57.011,,455.0,5155.0,0.938,0.902,NASA
Kepler-46 d,1.6365139999999998,3.337215,0.067,6.766589,92.346,845.0,5309.0,0.79,0.883,NASA
Kepler-460 b,6.389129999999999,,,440.7813,,,5976.2,1.952,1.1,ExoplanetEU
Kepler-460 c,5.519999944689999,26.093843,0.75318,220.1303357,7.4,389.0,6146.0,1.26,1.17,NASA
Kepler-461 b,2.57999996562,7.182957999999999,0.07895,8.313783059,254.906,886.0,5634.0,0.91,0.98,NASA
Kepler-462 b,2.99999996263,53.90000148159999,0.4172,84.6866,31.269,611.0,7500.0,1.57,1.59,NASA
Kepler-462 c,4.0000000249,6.000001096599999,0.7584,207.62,9.97,453.0,7500.0,1.57,1.59,NASA
Kepler-463 b,3.04999994893,9.534899999999999,0.07925,8.981016833,166.039,880.0,5661.0,0.9,0.87,NASA
Kepler-464 b,3.29999999252,10.901568999999999,0.07931,7.256965224,495.005,1163.0,5933.0,1.59,1.21,NASA
Kepler-465 b,2.94999997633,8.994589,0.09195,9.940672466,227.82,996.0,6310.0,1.29,1.23,NASA
Kepler-466 b,2.85000000373,8.486061,0.26769,51.07926307,12.5,503.0,5927.0,1.05,1.04,NASA
Kepler-466 c,1.24999999377,2.0976779999999997,0.04658,3.709213846,410.4,1206.0,5927.0,1.05,1.04,NASA
Kepler-467 b,2.2500000560399998,5.689157,0.16848,24.99324193,72.749,712.0,5809.0,1.37,1.05,NASA
Kepler-468 b,13.340000043809999,,0.2213,38.478757067,11.241,484.0,5498.0,0.87,0.96,NASA
Kepler-469 b,0.7297059,,0.0189,0.875197345,,2518.0,5846.0,2.19,1.06,ExoplanetEU
Kepler-47 (AB)b,3.02643,,0.2956,49.514,,,5636.0,0.964,1.043,ExoplanetEU
Kepler-47 (AB)c,4.595689999999999,,0.989,303.148,,,5636.0,0.964,1.043,ExoplanetEU
Kepler-47 (AB)d,7.0403728999999995,19.0189472,0.6992,187.35,,,5636.0,0.964,1.043,ExoplanetEU
Kepler-47 b,3.04999994893,2.0700013636,0.2877,49.4643,,,5636.0,0.936,0.957,NASA
Kepler-47 c,4.6499999588900005,3.1700014586999994,0.9638,303.227,,,5636.0,0.936,0.957,NASA
Kepler-47 d,7.03999997657,19.019999217299997,0.6992,187.366,,,5636.0,0.936,0.957,NASA
Kepler-471 b,14.960000048289999,,0.0626,5.014234575,1146.878,1308.0,6733.0,1.8,1.49,NASA
Kepler-472 b,3.22000001444,10.456606999999998,0.04823,4.176255514,139.236,876.0,4996.0,0.78,0.85,NASA
Kepler-473 b,4.08000000298,15.637236,0.12048,14.55731705,243.376,879.0,5816.0,1.34,1.06,NASA
Kepler-474 b,3.0599999461899996,9.598466,0.06092,5.660672935,671.064,1115.0,5785.0,1.08,0.99,NASA
Kepler-475 b,2.48999999028,6.769779,0.03989,3.105508189,215.462,980.0,5009.0,0.79,0.86,NASA
Kepler-476 Ab,3.082475,,,14.00640607,,,5837.0,1.09,1.03,ExoplanetEU
Kepler-476 b,3.0800000528,9.693814999999999,0.1126,14.00640607,100.09,807.0,5837.0,1.09,1.03,NASA
Kepler-477 Ab,2.0803903999999998,,0.0911,11.1199028,,649.0,5122.63,0.6877,0.87,ExoplanetEU
Kepler-477 b,2.0699999932699997,4.926365,0.0911,11.11990653,38.71,649.0,5240.0,0.79,0.87,NASA
Kepler-478 Ab,2.7125779999999997,,,13.2217576,,,5210.0,0.8,0.85,ExoplanetEU
Kepler-478 b,2.71000004209,7.786835,0.1032,13.2217576,39.56,640.0,5210.0,0.8,0.85,NASA
Kepler-479 b,2.1199999795699997,5.148846,0.09636,12.49341307,37.753,649.0,5247.0,0.81,0.86,NASA
Kepler-48 b,1.88000004533,3.9399986647999996,0.05394,4.778,173.12,932.0,5194.0,0.89,0.88,NASA
Kepler-48 c,2.71000004209,14.609999905099999,0.08633,9.67395,67.593,736.0,5194.0,0.89,0.88,NASA
Kepler-48 d,2.040038,7.94575,0.23302,42.8961,9.292,448.0,5194.0,0.89,0.88,NASA
Kepler-48 e,13.338709999999999,656.95461,1.898274748,982.0,,,5194.0,0.89,0.88,NASA
Kepler-48 f,13.78707,298.58249489039997,5.719187877,5219.681854,,,5190.0,0.836,0.916,NASA
Kepler-480 b,2.78000002291,8.136448,0.06024,4.919583795,764.078,1312.0,6322.0,1.34,1.25,NASA
Kepler-481 b,2.49999998754,6.801562,0.08926,10.06082567,183.842,899.0,5802.0,1.09,1.01,NASA
Kepler-482 Ab,2.3594945,,0.2537,56.35407916,,352.0,4715.0,0.806,0.755,ExoplanetEU
Kepler-482 b,2.3600000259000002,6.165902,0.25787,56.35418576,4.436,352.0,4871.0,0.72,0.75,NASA
Kepler-483 b,3.2100000171799996,10.393041,0.19471,30.229104,61.495,755.0,6346.0,1.47,1.28,NASA
Kepler-484 b,2.2800000478199998,5.816288999999999,0.09036,10.045569313,90.629,766.0,5668.0,0.87,0.96,NASA
Kepler-485 b,14.409999974809999,,0.04401,3.243259796,622.014,1243.0,5958.0,1.09,1.07,NASA
Kepler-487 Ab,11.421971,,,15.3587684,,,5444.0,0.88,0.91,ExoplanetEU
Kepler-487 Ac,2.6789509999999996,,,38.6519976,,,5444.0,0.88,0.91,ExoplanetEU
Kepler-487 Ad,2.77501213,,0.0337,2.418390036,,1226.0,5444.0,0.88,0.91,ExoplanetEU
Kepler-487 b,11.42000000944,,0.11819,15.358768403,51.492,662.0,5444.0,0.88,0.91,NASA
Kepler-487 c,2.68000005031,7.6597029999999995,0.21864,38.6519976,15.038,487.0,5444.0,0.88,0.91,NASA
Kepler-487 d,2.77514047305,8.136448,0.03445,2.418390036,550.8,1226.0,5422.0,0.887,0.874,NASA
Kepler-489 b,7.72000001443,46.08534999999999,0.12109,17.276296119,20.618,538.0,5014.0,0.76,0.82,NASA
Kepler-49 b,2.57900449433,9.7700497038,0.05929,7.2,21.481,509.0,4095.6,0.618,0.607,NASA
Kepler-49 c,2.4440041950499998,8.3800424469,0.07821,10.91,12.341,443.0,4095.6,0.618,0.607,NASA
Kepler-49 d,1.6028869999999997,235.983181192,0.031,2.576549,64.39,717.0,4252.0,0.559,0.549,NASA
Kepler-49 e,1.558051,1.0381567337,0.116,18.596108,6.063,371.0,4252.0,0.559,0.549,NASA
Kepler-490 b,11.64999994642,,0.0453,3.268695154,1059.522,1597.0,6045.0,1.12,1.08,NASA
Kepler-491 b,8.9200000219,59.11638,0.05191,4.225384512,312.514,1111.0,5582.0,1.03,1.04,NASA
Kepler-493 b,15.13000000171,,0.0439,3.003876581,1414.329,1438.0,6457.0,1.54,1.36,NASA
Kepler-494 b,8.9672,11759.71,0.08,8.02511821,,,6000.0,1.4,1.1,ExoplanetEU
Kepler-495 b,5.23000002415,23.805466999999997,0.0427,3.413036221,310.021,1200.0,5346.0,0.83,0.86,NASA
Kepler-495 c,1.21936624513,1.9769025999999998,0.0614,5.896609783,108.13,1000.0,5392.0,1.087,0.888,NASA
Kepler-496 b,2.32000003686,6.006987,0.0747,8.30864937,62.926,747.0,5293.0,0.82,0.86,NASA
Kepler-497 b,6.0400000263899996,30.416330999999996,0.0457,3.573203671,1129.272,1210.0,5834.0,1.11,1.09,NASA
Kepler-498 b,3.02999995441,9.439551,0.0897,9.61375356,202.775,931.0,5744.0,0.96,0.98,NASA
Kepler-499 b,2.16999996587,5.339543999999999,0.0598,5.632528453,148.456,844.0,5312.0,0.83,0.87,NASA
Kepler-5 b,15.984034,670.93913,0.0538,3.5484657,1822.758,1750.0,6297.0,1.793,1.374,NASA
Kepler-50 b,1.714977,8.9000441099,0.077,7.81254,494.705,1196.0,6225.0,1.58,1.24,NASA
Kepler-50 c,2.174546,8.2000426047,0.087,9.37647,388.444,1125.0,6225.0,1.58,1.24,NASA
Kepler-500 b,2.57999996562,7.182957999999999,0.08361,8.508324398,193.68,909.0,5813.0,1.03,1.02,NASA
Kepler-501 b,4.30000005479,17.067470999999998,0.0627,5.640677572,324.856,1125.0,5904.0,1.04,1.03,NASA
Kepler-501 c,1.68120024776,3.4643469999999996,0.0467,3.622760057,683.84,1304.0,5794.0,1.216,1.032,NASA
Kepler-502 b,4.7700000381,20.372903,0.0535,4.28686431,859.509,1217.0,6125.0,1.22,1.15,NASA
Kepler-504 Ab,1.5703809,,0.0646,9.549277089,,374.0,3600.0,0.418,0.412,ExoplanetEU
Kepler-504 b,1.5900000127,3.1560518999999996,0.0646,9.549275422,5.991,374.0,3519.0,0.33,0.33,NASA
Kepler-505 b,2.59999996014,7.278307,0.1445,27.52197994,3.641,314.0,3931.0,0.53,0.55,NASA
Kepler-506 b,2.73000003661,7.9139669999999995,0.07437,6.8834055,330.547,1080.0,6236.0,1.19,1.19,NASA
Kepler-507 b,1.29999998007,5.696950191599999,0.04781,3.568096926,877.327,1407.0,6113.0,1.32,1.16,NASA
Kepler-508 b,1.6399999989999998,3.337215,0.17274,25.30889748,60.372,710.0,6025.0,1.25,1.16,NASA
Kepler-509 b,2.48999999028,6.769779,0.23702,41.74600392,28.481,584.0,6060.0,1.2,1.1,NASA
Kepler-51 b,7.0952969999999995,2.2248099999999997,0.2514,45.154,10.119,543.0,6018.0,0.94,1.04,NASA
Kepler-51 c,9.000827000000001,4.13179,0.384,85.312,4.331,439.0,6018.0,0.94,1.04,NASA
Kepler-51 d,9.695784999999999,7.62792,0.509,130.194,2.466,381.0,6018.0,0.94,1.04,NASA
Kepler-51 e,,5.40311,,264.3,,,5670.0,0.881,0.985,ExoplanetEU
Kepler-510 b,2.46999999576,6.67443,0.1352,19.55659418,114.389,797.0,5746.0,1.41,0.91,NASA
Kepler-511 b,6.35000005354,33.05432,0.85672,296.637865,4.208,332.0,5770.0,1.2,1.0,NASA
Kepler-511 c,4.20965047074,16.463594,0.17177,26.62949944,101.6,742.0,5866.0,1.417,0.958,NASA
Kepler-512 b,2.69000004757,7.691485999999999,0.21395,34.43587975,32.329,652.0,5997.0,1.3,1.17,NASA
Kepler-513 b,2.19999995765,5.466676,0.1779,28.86235584,36.527,623.0,5849.0,1.06,1.02,NASA
Kepler-514 Ab,2.0299499,,0.0676,5.65178922,,1248.0,6106.0,1.44,1.28,ExoplanetEU
Kepler-514 b,1.7199999770799999,3.5914789999999996,0.06559,5.65179605,506.412,1248.0,6106.0,1.44,1.28,NASA
Kepler-515 Ab,1.502006,,0.1333,19.96367208,,564.0,5293.0,0.83,0.9,ExoplanetEU
Kepler-515 b,1.46000004832,2.7301597,0.1333,19.96371318,47.97,564.0,5293.0,0.83,0.9,NASA
Kepler-516 b,5.739999996499999,27.905473999999998,0.1992,24.85462415,174.58,1095.0,7099.0,2.02,1.62,NASA
Kepler-517 Ab,2.779832,,0.2897,60.92818866,,467.0,5604.05,1.0384,0.991,ExoplanetEU
Kepler-517 b,2.67000005305,7.596137,0.28682,60.92832271,10.555,467.0,5690.0,0.98,0.95,NASA
Kepler-518 b,2.1099999823099997,5.08528,0.07996,8.512035877,133.317,839.0,5842.0,0.88,0.96,NASA
Kepler-519 Ab,2.1397980999999997,,0.1594,24.30784323,,532.0,5260.0,0.8,0.89,ExoplanetEU
Kepler-519 b,2.0999999850499997,5.053497,0.15932,24.3078946,19.87,532.0,5260.0,0.8,0.89,NASA
Kepler-52 Ab,2.096083,79.4575,,7.8773565,,,4163.9,0.63,0.624,ExoplanetEU
Kepler-52 Ac,1.838276,62.93034,,16.3850021,,,4163.9,0.63,0.624,ExoplanetEU
Kepler-52 b,2.096083,135.000676225,0.0637,7.8773565,22.72,553.0,4075.0,0.52,0.54,NASA
Kepler-52 c,1.838276,45.4002261171,0.10379,16.3850021,8.55,433.0,4075.0,0.52,0.54,NASA
Kepler-52 d,1.9503659999999998,88.87794623869999,0.182,36.445171,2.945,332.0,4263.0,0.556,0.577,NASA
Kepler-520 Ab,1.6589319999999999,,,19.67416124,,,6028.0,1.65,1.1,ExoplanetEU
Kepler-520 Ac,1.0648549999999999,,,5.21104261,,,6028.0,1.65,1.1,ExoplanetEU
Kepler-520 b,1.6599999935199998,3.400781,0.14628,19.67416124,59.77,711.0,6112.0,1.09,1.1,NASA
Kepler-520 c,1.0700000430899999,1.2395369999999999,0.06035,5.21104261,351.69,1107.0,6112.0,1.09,1.1,NASA
Kepler-521 b,3.1800000254,10.234126,0.17116,22.20813214,160.612,803.0,6406.0,1.46,1.34,NASA
Kepler-522 b,6.91000001219,38.139599999999994,0.25029,38.58422849,63.855,761.0,6392.0,1.98,1.54,NASA
Kepler-523 b,1.96000002341,4.513186,0.06159,5.835983111,149.135,884.0,5515.0,0.86,0.93,NASA
Kepler-524 b,1.9100000371099999,4.322488,0.07955,7.97419807,434.237,974.0,6014.0,1.1,1.09,NASA
Kepler-524 c,0.9599999611400001,0.8390711999999999,0.03046,1.88897906,2959.338,1574.0,6014.0,1.1,1.09,NASA
Kepler-525 b,2.62999995192,7.405439,0.14386,18.68404933,176.232,832.0,5573.0,1.15,0.95,NASA
Kepler-526 Ab,1.995202,,,5.45849832,,,5894.0,1.14,1.15,ExoplanetEU
Kepler-526 b,1.99000001519,4.608535,0.06518,5.458498316,584.354,1099.0,5894.0,1.14,1.15,NASA
Kepler-527 b,2.84000000647,8.454277999999999,0.11646,13.28535633,147.046,1157.0,6388.0,1.45,1.28,NASA
Kepler-528 b,2.0799999905299997,4.9899309999999995,0.14219,19.78297415,68.971,708.0,5807.0,1.06,1.01,NASA
Kepler-529 b,1.86000005081,4.13179,0.0309,1.980357663,1808.41,1662.0,6087.0,1.14,1.07,NASA
Kepler-529 c,2.00000001245,4.672101,0.1075,12.8345022,149.42,891.0,6087.0,1.14,1.07,NASA
Kepler-529 d,2.7950308435499998,8.231797,0.2134,35.86619949,37.92,633.0,6078.0,1.189,1.005,NASA
Kepler-53 b,2.891922,111.00055741979999,0.1361,18.6489525,60.997,701.0,5858.0,0.89,0.98,NASA
Kepler-53 c,3.1721469999999994,36.000181386099996,0.22091,38.5583038,23.176,550.0,5858.0,0.89,0.98,NASA
Kepler-53 d,2.1185009999999997,37.1908869849,0.091,9.751962,144.852,870.0,6085.0,0.958,0.966,NASA
Kepler-530 Ab,2.869504,,0.2212,39.30944096,,488.0,5697.0,0.89,0.97,ExoplanetEU
Kepler-530 b,3.00999995989,9.312419,0.21491,39.30941904,14.238,488.0,5697.0,0.89,0.97,NASA
Kepler-531 b,2.78000002291,8.136448,0.17446,29.88485741,10.007,453.0,4893.0,0.75,0.78,NASA
Kepler-532 b,2.56999996836,7.1193919999999995,0.10151,12.92491623,34.089,620.0,5192.0,0.79,0.87,NASA
Kepler-533 b,3.3799999706,11.346531,0.16704,28.51120525,8.769,423.0,4758.0,0.72,0.78,NASA
Kepler-534 Ab,2.2418,,,15.95994513,,,5884.0,0.98,1.05,ExoplanetEU
Kepler-534 Ac,1.22704923,,0.0761,7.378689766,,933.0,5884.0,0.98,1.05,ExoplanetEU
Kepler-534 b,2.23999994669,5.657374,0.1272,15.95994513,63.95,721.0,5884.0,0.98,1.05,NASA
Kepler-534 c,1.2270021522,2.0245770999999997,0.0761,7.378689766,178.68,933.0,5936.0,0.965,1.075,NASA
Kepler-535 b,2.3600000259000002,6.165902,0.06011,4.903321551,601.891,1247.0,6123.0,1.27,1.18,NASA
Kepler-536 Ab,3.07900021,,0.0276,1.82708193,,1877.0,5500.86,0.86,0.965,ExoplanetEU
Kepler-536 b,3.1000000473199996,9.789164,0.02835,1.827082299,892.812,1877.0,5524.0,0.89,0.92,NASA
Kepler-537 b,1.40999994993,2.5712447,0.04317,3.247555219,442.522,1181.0,5763.0,0.99,1.07,NASA
Kepler-538 Ab,2.219382,10.599630499999998,0.3548,81.73778,,380.0,5534.0,0.8717,0.892,ExoplanetEU
Kepler-538 Ac,0.6299458,,0.45,118.0,,,5534.0,0.8717,0.892,ExoplanetEU
Kepler-538 b,2.2150037646,12.9000649702,0.3554,81.73778,5.07,417.0,5534.0,0.8717,0.892,NASA
Kepler-539 b,8.373123,308.2951,0.4988,125.63243,3.681,387.6,5820.0,0.952,1.048,NASA
Kepler-539 c,13.226619999999999,762.7919999999999,2.42,1000.0,,253.0,5820.0,0.952,1.048,NASA
Kepler-54 Ab,2.096083,292.4036,,8.0109434,,,3768.0,0.527,0.524,ExoplanetEU
Kepler-54 Ac,1.23299,117.5971,,12.0717249,,,3768.0,0.527,0.524,ExoplanetEU
Kepler-54 Ad,1.524424,,0.126,20.995694,,,3768.0,0.527,0.524,ExoplanetEU
Kepler-54 b,2.096083,0.9800033786,0.0619,8.0109434,12.357,453.0,3705.0,0.5,0.51,NASA
Kepler-54 c,1.23299,0.7000046834999999,0.0809,12.0717249,3.07,395.0,3705.0,0.5,0.51,NASA
Kepler-54 d,1.524424,12.094661502099997,0.126,20.995694,3.425,328.0,4252.0,0.554,0.518,NASA
Kepler-540 b,2.71000004209,7.786835,0.58822,172.7049784,4.525,355.0,5946.0,1.08,1.02,NASA
Kepler-541 b,3.3599999760799997,11.251182,0.06447,5.08005848,1452.904,1673.0,6166.0,2.06,1.41,NASA
Kepler-542 b,1.57000001818,3.0893075999999997,0.10703,13.14497566,61.573,698.0,5526.0,0.9,0.93,NASA
Kepler-543 Ab,2.4603755,,0.098,13.89963233,,521.0,4702.0,0.719,0.751,ExoplanetEU
Kepler-543 b,2.49999998754,6.801562,0.1023,13.89961966,23.081,521.0,4671.0,0.67,0.7,NASA
Kepler-544 b,2.1199999795699997,5.148846,0.15482,21.41616926,126.031,748.0,6206.0,1.22,1.16,NASA
Kepler-545 b,2.69000004757,7.691485999999999,0.11248,13.24934059,101.143,806.0,5882.0,1.07,1.04,NASA
Kepler-546 b,6.999999987529999,39.09309,0.0502,4.147020258,690.13,1258.0,5967.0,1.15,1.11,NASA
Kepler-547 Ab,4.001613,,,6.01038429,,,4828.0,0.73,0.78,ExoplanetEU
Kepler-547 b,4.0000000249,15.096924999999999,0.058,6.010384289,87.713,768.0,4828.0,0.73,0.78,NASA
Kepler-548 b,11.98999996535,,0.0495,4.454194338,237.035,1017.0,5535.0,0.9,0.93,NASA
Kepler-549 Bb,2.9804731,,0.2283,42.949522,,487.0,5259.0,0.846,0.9,ExoplanetEU
Kepler-549 Bc,2.6800719,,0.4453,117.033521,,349.0,5259.0,0.846,0.9,ExoplanetEU
Kepler-549 Bd,4.54603413,,0.1575,24.6147995,,586.0,5259.0,0.846,0.9,ExoplanetEU
Kepler-549 b,2.56999996836,11.000000950999999,0.23236,42.9495649,9.549,487.0,5360.0,0.84,0.88,NASA
Kepler-549 c,2.92999998181,8.899239999999999,0.45332,117.040498,2.51,349.0,5360.0,0.84,0.88,NASA
Kepler-549 d,4.20000725595,16.400028,0.1575,24.61480613,27.93,586.0,5312.0,0.986,0.859,NASA
Kepler-55 Ab,1.9055300000000002,43.002399,0.1593,27.9541337,,400.0,4398.0,0.715,0.69,ExoplanetEU
Kepler-55 Ac,1.849485,69.795468,0.2095,42.1406089,,,4398.0,0.715,0.69,ExoplanetEU
Kepler-55 Ad,1.849485,,0.0294,2.211116989,,931.0,4398.0,0.715,0.69,ExoplanetEU
Kepler-55 Ae,1.6197004999999998,,0.048,4.617490562,,728.0,4398.0,0.715,0.69,ExoplanetEU
Kepler-55 Af,1.7497249,,0.0814,10.19849255,,559.0,4398.0,0.715,0.69,ExoplanetEU
Kepler-55 b,2.432353,42.90705,0.1593,27.9481449,6.642,400.0,4362.0,0.58,0.62,NASA
Kepler-55 c,2.208173,69.9226,0.2095,42.1516418,3.84,349.0,4362.0,0.58,0.62,NASA
Kepler-55 d,1.5916779999999997,3.1560518999999996,0.029,2.211099,195.005,931.0,4503.0,0.619,0.631,NASA
Kepler-55 e,1.546842,3.0225633,0.048,4.617534,73.157,728.0,4503.0,0.619,0.631,NASA
Kepler-55 f,1.5916779999999997,3.1560518999999996,0.081,10.198545,25.438,559.0,4503.0,0.619,0.631,NASA
Kepler-550 b,4.42000002191,17.893829,0.0747,8.600104109,77.258,760.0,5322.0,0.83,0.87,NASA
Kepler-551 b,2.73000003661,7.9139669999999995,0.0893,12.3764661,14.386,483.0,4286.0,0.63,0.65,NASA
Kepler-552 b,3.9500000386000003,14.779095,0.0612,5.263415765,358.994,1103.0,5863.0,1.04,1.03,NASA
Kepler-553 b,4.741407,116.00795,0.04766,4.030467,235.0,1089.0,5191.0,0.902,0.889,NASA
